,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,Timestamp
14,3890,Polygon,MATIC,polygon,1299,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899164996.485016,10000000000.0,False,,15,,,,2024-03-05T12:07:00.000Z,1.1403840629845137,1269534796.857586,82.9294,-0.03738327,4.29425452,8.9912155,46.0177302,34.64147245,39.04647766,11288849998.845661,0.4504,11403840629.85,,2024-03-05T12:07:00.000Z,,,,,,2024-03-05 14:08:56.326444
0,1,Bitcoin,BTC,bitcoin,10849,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19645243.0,19645243.0,False,,1,,,,2024-03-05T12:09:00.000Z,66865.68653215237,75573077238.19606,68.9022,0.03868288,2.72035293,17.93537848,55.27226784,52.91057521,51.8206295,1313592660285.9604,52.3363,1404179417175.2,,2024-03-05T12:09:00.000Z,,,,,,2024-03-05 14:09:57.603158
1,1027,Ethereum,ETH,ethereum,8499,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120127131.78995213,120127131.78995213,True,,2,,,,2024-03-05T12:09:00.000Z,3755.1838244802802,31931983315.4479,74.9365,0.79446974,7.23732259,15.26162959,62.8362974,67.70615468,66.0150294,451099462178.8391,18.0003,451099462178.84,,2024-03-05T12:09:00.000Z,,,,,,2024-03-05 14:09:57.603158
2,825,Tether USDt,USDT,tether,76965,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,100044694548.97124,103800078701.87814,True,,3,,,,2024-03-05T12:08:00.000Z,1.0003916217816675,138066455463.02524,55.9953,0.00634863,-0.02440625,0.03030958,0.06336596,-0.06019948,0.01810454,100083874230.49689,3.9937,103840729073.64,,2024-03-05T12:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-03-05 14:09:57.603158
3,1839,BNB,BNB,bnb,2082,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149541380.71665552,149541380.71665552,False,,4,,,,2024-03-05T12:08:00.000Z,419.19281975447615,2507111000.574908,39.0939,-0.27900263,0.3958117,5.27518477,39.70906821,31.35244226,81.76437196,62686673052.592476,2.4976,62686673052.59,,2024-03-05T12:08:00.000Z,,,,,,2024-03-05 14:09:57.603158
4,5426,Solana,SOL,solana,633,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,442315365.8012569,571041423.6356901,True,,5,,,,2024-03-05T12:09:00.000Z,131.73986136927627,4701723254.028528,45.1411,-0.09508592,-0.29837501,18.37131983,34.45333041,32.38503598,107.88733607,58270564972.1583,2.3216,75228917985.88,,2024-03-05T12:09:00.000Z,,,,,,2024-03-05 14:09:57.603158
5,52,XRP,XRP,xrp,1239,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54664031281.0,99987852435.0,False,,6,,,,2024-03-05T12:09:00.000Z,0.6510628749450265,3925157737.2468085,46.3193,0.82602426,-0.80581489,16.47212328,26.88522011,14.24497444,4.65224545,35589721361.892715,1.4203,65106287494.5,,2024-03-05T12:09:00.000Z,,,,,,2024-03-05 14:09:57.603158
6,3408,USDC,USDC,usd-coin,17025,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,28912802340.440247,28912802340.440247,False,,7,,,,2024-03-05T12:09:00.000Z,0.9998980127846033,12300261703.423195,64.9026,0.00642396,-0.00987997,-0.00431139,-0.0253515,-0.02339917,-0.02375676,28909853604.24023,1.1518,28909853604.24,,2024-03-05T12:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-03-05 14:09:57.603158
7,2010,Cardano,ADA,cardano,1088,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35489305908.75,36671429496.447,False,,8,,,,2024-03-05T12:08:00.000Z,0.7721532561844524,1410608163.4724858,6.8605,-0.29106537,-1.0206304,24.65275465,52.11030346,42.22281878,77.12279678,27403183117.16744,1.0936,34746896528.3,,2024-03-05T12:08:00.000Z,,,,,,2024-03-05 14:09:57.603158
8,74,Dogecoin,DOGE,dogecoin,905,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143339796383.70526,143339796383.70526,True,,9,,,,2024-03-05T12:09:00.000Z,0.18180152756532886,7879979698.397504,56.961,-1.12807248,13.17457451,92.43836701,129.6942634,120.98119177,80.86594902,26059393943.46082,1.0383,26059393943.46,,2024-03-05T12:09:00.000Z,,,,,,2024-03-05 14:09:57.603158
9,5994,Shiba Inu,SHIB,shiba-inu,752,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,10,,,,2024-03-05T12:08:00.000Z,4.0354444573118946e-05,13909565135.927084,238.5464,-1.44138013,53.88166626,290.7055813,345.75328262,316.26185409,299.11017986,23780446866.16666,0.9475,23790320617.28,,2024-03-05T12:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-03-05 14:09:57.603158
10,5805,Avalanche,AVAX,avalanche,677,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,377259513.3511436,435949153.3511436,False,,11,,,,2024-03-05T12:08:00.000Z,42.97517040924132,901888466.700146,55.58,-0.12032224,-1.14468024,8.75626224,19.3447918,17.78927903,66.42868077,16212791874.772848,0.647,30942122694.65,,2024-03-05T12:08:00.000Z,,,,,,2024-03-05 14:09:57.603158
11,6636,Polkadot,DOT,polkadot-new,699,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1285984702.5347488,1418245204.2431004,True,,12,,,,2024-03-05T12:08:00.000Z,10.511635088369736,1020902767.6911733,27.5533,-0.68998955,4.86447374,29.8358358,54.46457027,40.97471017,75.97366309,13517801922.270983,0.5386,14908076052.83,,2024-03-05T12:08:00.000Z,,,,,,2024-03-05 14:09:57.603158
12,1958,TRON,TRX,tron,939,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87941506088.60408,87941643162.30502,True,,13,71659659264.0,10009213199.544687,,2024-03-05T12:08:00.000Z,0.13967709730058767,519171295.6863008,41.8347,0.00650519,-1.01769204,-1.34137708,17.80949628,33.22969803,32.82082423,12283414302.698175,0.4902,12283433448.75,,2024-03-05T12:08:00.000Z,,,,,,2024-03-05 14:09:57.603158
13,1975,Chainlink,LINK,chainlink,1669,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,14,,,,2024-03-05T12:08:00.000Z,20.789469753719278,849184788.0040473,50.4108,0.04112775,1.55611035,7.97506571,14.5058312,46.32789004,33.24312966,12205497078.13769,0.4871,20789469753.72,,2024-03-05T12:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-03-05 14:09:57.603158
14,3890,Polygon,MATIC,polygon,1299,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899164996.485016,10000000000.0,False,,15,,,,2024-03-05T12:08:00.000Z,1.1407057578814517,1270162943.1812537,82.8733,0.03277526,4.34118865,9.05081691,46.05750448,34.69325555,39.0336147,11292034509.708979,0.4499,11407057578.81,,2024-03-05T12:08:00.000Z,,,,,,2024-03-05 14:09:57.603158
